ID,time,temperature_2m (°C),relative_humidity_2m (%),dew_point_2m (°C),apparent_temperature (°C),precipitation (mm),rain (mm),showers (mm),snowfall (cm),snow_depth (m),weather_code (wmo code),pressure_msl (hPa),surface_pressure (hPa),cloud_cover (%),cloud_cover_mid (%),cloud_cover_low (%),visibility (m),evapotranspiration (mm),et0_fao_evapotranspiration (mm),vapour_pressure_deficit (kPa),wind_speed_10m (m/s),wind_speed_80m (m/s),wind_speed_120m (m/s),wind_speed_180m (m/s),wind_direction_10m (°),wind_direction_80m (°),wind_direction_120m (°),wind_direction_180m (°),wind_gusts_10m (m/s),temperature_80m (°C),temperature_120m (°C),temperature_180m (°C),cloud_cover_high (%),uv_index (),uv_index_clear_sky (),sunshine_duration (s),wet_bulb_temperature_2m (°C),freezing_level_height (m),boundary_layer_height (m),region,weather_category,precipitation_probability (%)
region 7_2025-12-18_17,2025-12-18 17:00:00,30.0,72.0,24.4,34.0,0.2,0.0,0.2,0.0,0.0,3.0,1005.5,997.9,,50.0,62.0,12400.0,0.25,0.29,1.18,4.39,6.12,6.32,6.41,258.0,259.0,259.0,259.0,9.9,28.2,27.4,26.5,23.0,2.6,3.65,3600.0,25.9,4960.0,735.0,region 7,Rain shower slight,15
region 8_2025-12-18_17,2025-12-18 17:00:00,29.9,63.0,22.1,32.0,0.0,0.0,0.0,0.0,0.0,3.0,1005.2,994.2,90.0,39.0,45.0,17720.0,0.13,0.32,1.56,5.52,8.3,8.58,8.8,248.0,248.0,249.0,249.0,12.6,28.0,27.3,26.4,69.0,1.3,3.55,3600.0,24.4,5150.0,465.0,region 8,Clouds forming,35
region 1_2025-12-18_18,2025-12-18 18:00:00,24.0,84.0,21.1,26.7,0.5,0.0,0.5,0.0,0.0,80.0,1007.9,965.2,100.0,59.0,65.0,14000.0,0.1,0.1,0.48,3.2,5.22,5.49,5.77,256.0,258.0,260.0,261.0,9.3,22.9,22.3,21.5,100.0,1.2,1.6,2291.64,21.9,4960.0,285.0,region 1,Rain shower slight,43
region 2_2025-12-18_18,2025-12-18 18:00:00,27.3,78.0,23.1,31.4,0.4,0.0,0.4,0.0,0.0,80.0,1006.7,1000.4,97.0,58.0,51.0,11800.0,0.12,0.14,0.8,2.68,4.2,4.43,4.65,243.0,245.0,245.0,245.0,8.9,26.0,25.3,24.5,83.0,1.1,,3600.0,24.2,4950.0,580.0,region 2,Rain shower slight,48
region 3_2025-12-18_18,2025-12-18 18:00:00,28.0,74.0,23.0,31.7,0.0,0.0,0.0,0.0,0.0,3.0,1006.6,994.1,86.0,4.0,47.0,24140.0,0.1,0.16,0.98,3.49,5.3,5.57,5.85,257.0,259.0,261.0,262.0,9.2,26.7,26.0,25.2,62.0,1.2,1.55,3600.0,24.4,5120.0,540.0,region 3,Clouds forming,33
region 4_2025-12-18_18,2025-12-18 18:00:00,26.9,74.0,21.8,29.4,0.2,0.0,0.2,0.0,0.0,80.0,1006.7,988.6,100.0,41.0,61.0,11540.0,0.1,0.14,0.92,,7.29,7.66,7.8,241.0,245.0,246.0,247.0,10.9,25.8,25.1,24.3,100.0,0.95,1.55,,23.3,5050.0,315.0,region 4,Rain shower slight,10
region 5_2025-12-18_18,2025-12-18 18:00:00,27.5,77.0,23.1,31.0,0.3,0.0,0.3,0.0,0.0,80.0,1006.4,1001.0,88.0,44.0,51.0,24140.0,0.12,0.15,0.84,3.86,5.97,6.26,6.46,260.0,261.0,262.0,262.0,9.7,26.2,25.5,24.7,53.0,1.15,,3600.0,24.3,5060.0,580.0,region 5,Rain shower slight,33
region 6_2025-12-18_18,2025-12-18 18:00:00,27.3,84.0,24.3,30.6,0.8,0.0,0.8,0.0,0.0,80.0,1006.4,1004.0,87.0,56.0,57.0,24140.0,0.2,0.12,0.58,5.72,6.82,6.92,7.02,275.0,274.0,274.0,274.0,8.9,26.0,25.3,24.4,33.0,0.9,1.6,3293.06,25.1,4990.0,400.0,region 6,Rain shower slight,33
region 7_2025-12-18_18,2025-12-18 18:00:00,28.9,77.0,24.5,33.2,0.3,0.0,0.3,0.0,0.0,80.0,1006.4,998.8,86.0,60.0,52.0,7760.0,0.12,0.14,0.92,,5.81,6.01,6.21,266.0,266.0,266.0,266.0,9.4,27.6,26.9,26.0,28.0,0.65,,3600.0,25.6,4980.0,390.0,region 7,Rain shower slight,40
region 8_2025-12-18_18,2025-12-18 18:00:00,28.7,68.0,22.2,31.1,0.0,0.0,0.0,0.0,0.0,3.0,1006.2,995.1,100.0,16.0,49.0,17060.0,0.06,0.19,1.26,,8.04,8.36,8.64,247.0,249.0,249.0,250.0,11.0,27.3,26.6,25.7,100.0,0.55,1.5,3600.0,24.1,5120.0,330.0,region 8,Clouds forming,38
region 1_2025-12-18_19,2025-12-18 19:00:00,23.2,87.0,20.9,26.4,0.2,0.0,0.2,0.0,0.0,80.0,1008.5,965.7,100.0,82.0,61.0,7360.0,0.05,0.03,0.37,2.14,3.52,3.91,4.4,259.0,263.0,266.0,267.0,7.7,22.5,21.9,21.2,100.0,0.15,0.25,0.0,21.5,4990.0,195.0,region 1,Rain shower slight,45
region 2_2025-12-18_19,2025-12-18 19:00:00,26.3,82.0,23.0,31.0,0.2,0.0,0.2,0.0,0.0,80.0,1007.4,1001.1,88.0,68.0,62.0,4660.0,0.06,0.04,0.62,1.68,2.94,3.26,3.57,253.0,252.0,252.0,252.0,6.9,25.4,24.8,23.9,8.0,0.2,0.25,0.0,23.9,4990.0,110.0,region 2,Rain shower slight,40
region 3_2025-12-18_19,2025-12-18 19:00:00,26.9,78.0,22.8,30.9,0.0,0.0,0.0,0.0,0.0,2.0,1007.3,994.8,,46.0,48.0,24140.0,0.04,0.06,0.78,2.77,4.65,5.14,5.61,257.0,261.0,263.0,266.0,7.7,26.1,25.4,24.6,2.0,0.15,0.25,0.0,23.9,5140.0,180.0,region 3,Clouds forming,28
region 4_2025-12-18_19,2025-12-18 19:00:00,25.8,78.0,21.6,28.4,0.1,0.0,0.1,0.0,0.0,3.0,1007.3,989.1,84.0,64.0,45.0,24140.0,0.05,0.07,0.73,3.94,7.02,7.56,7.85,240.0,244.0,246.0,248.0,9.8,25.0,24.4,23.6,11.0,0.1,0.25,0.0,22.8,5160.0,240.0,region 4,Rain shower slight,8
region 5_2025-12-18_19,2025-12-18 19:00:00,26.3,83.0,23.1,30.3,0.4,0.0,0.4,0.0,0.0,80.0,1007.0,1001.6,75.0,49.0,52.0,10580.0,0.05,0.05,0.58,3.03,5.22,5.71,6.2,262.0,265.0,267.0,268.0,8.6,25.5,24.8,24.0,2.0,0.15,0.25,0.0,24.0,5060.0,205.0,region 5,Rain shower slight,28
region 6_2025-12-18_19,2025-12-18 19:00:00,27.1,84.0,24.1,30.5,1.0,0.0,1.0,0.0,0.0,80.0,1006.9,1004.5,77.0,47.0,57.0,24140.0,0.2,0.07,0.57,5.19,6.09,6.28,6.55,286.0,284.0,284.0,282.0,8.9,25.9,25.2,24.3,0.0,0.15,0.25,0.0,24.9,5030.0,250.0,region 6,Rain shower slight,28
region 7_2025-12-18_19,2025-12-18 19:00:00,28.1,80.0,24.3,32.7,0.4,0.0,0.4,0.0,0.0,80.0,1007.0,999.4,95.0,60.0,62.0,13460.0,0.07,0.06,0.76,3.03,4.84,5.14,5.45,278.0,277.0,277.0,277.0,8.6,27.1,26.4,25.6,63.0,0.1,0.25,0.0,25.3,5040.0,100.0,region 7,Rain shower slight,25
region 8_2025-12-18_19,2025-12-18 19:00:00,27.1,76.0,22.6,29.9,0.0,0.0,0.0,0.0,0.0,2.0,1006.8,995.6,56.0,18.0,33.0,23740.0,0.02,0.08,0.86,4.65,7.92,8.46,8.73,242.0,244.0,246.0,246.0,10.2,26.3,25.6,24.8,16.0,0.1,,246.71,23.8,5170.0,255.0,region 8,Clouds forming,33
region 1_2025-12-18_20,2025-12-18 20:00:00,22.9,88.0,20.8,26.4,0.0,0.0,0.0,0.0,0.0,3.0,1008.9,966.0,100.0,35.0,54.0,6300.0,0.03,0.0,0.33,1.4,2.5,2.8,3.11,266.0,268.0,270.0,274.0,5.3,22.5,22.0,21.3,100.0,0.0,0.0,0.0,21.3,5040.0,130.0,region 1,Rain shower slight,38
region 2_2025-12-18_20,2025-12-18 20:00:00,25.9,86.0,23.4,31.4,0.2,0.0,0.2,0.0,0.0,3.0,1007.8,1001.5,100.0,57.0,64.0,15220.0,0.03,0.0,0.47,0.41,0.76,0.95,1.32,346.0,293.0,288.0,279.0,5.6,25.3,24.6,23.8,100.0,0.0,0.0,0.0,24.0,5090.0,140.0,region 2,Rain shower slight,30
region 3_2025-12-18_20,2025-12-18 20:00:00,26.3,82.0,23.0,30.9,0.0,0.0,0.0,0.0,0.0,3.0,1007.7,995.1,100.0,32.0,30.0,24140.0,0.02,0.01,0.62,1.63,3.13,3.81,4.5,259.0,263.0,267.0,271.0,5.5,25.6,25.0,24.4,100.0,0.0,0.0,0.0,23.9,5080.0,130.0,region 3,Clouds forming,23
region 4_2025-12-18_20,2025-12-18 20:00:00,25.1,,22.0,28.5,0.0,0.0,0.0,0.0,0.0,3.0,1007.8,989.5,,53.0,38.0,23700.0,0.03,0.02,0.54,2.8,5.02,5.64,6.2,235.0,239.0,243.0,249.0,8.5,24.4,23.8,23.1,100.0,0.0,0.0,0.0,22.8,5070.0,200.0,region 4,Rain shower slight,8
region 5_2025-12-18_20,2025-12-18 20:00:00,25.8,87.0,23.4,30.6,0.0,0.0,0.0,0.0,0.0,2.0,1007.4,1002.0,,38.0,39.0,24140.0,0.03,0.0,0.43,1.73,3.61,4.3,5.32,260.0,267.0,270.0,274.0,6.3,25.2,24.6,23.9,100.0,0.0,0.0,0.0,24.0,5090.0,190.0,region 5,Rain shower slight,23
region 6_2025-12-18_20,2025-12-18 20:00:00,26.9,85.0,24.2,30.9,0.8,0.0,0.8,0.0,0.0,80.0,1007.3,1004.9,98.0,80.0,50.0,24140.0,0.19,0.03,0.53,4.27,4.97,5.24,5.41,303.0,300.0,299.0,298.0,8.4,25.7,25.0,24.2,82.0,0.0,0.0,0.0,24.9,5080.0,270.0,region 6,Rain shower slight,23
region 7_2025-12-18_20,2025-12-18 20:00:00,27.6,84.0,24.6,33.0,0.3,0.0,0.3,0.0,0.0,80.0,1007.4,999.8,96.0,61.0,53.0,20760.0,0.04,0.01,0.59,1.94,3.36,4.07,4.61,305.0,300.0,298.0,297.0,6.8,26.8,26.2,25.4,78.0,0.0,0.0,0.0,25.4,5130.0,50.0,region 7,Rain shower slight,15
region 8_2025-12-18_20,2025-12-18 20:00:00,26.2,81.0,22.7,29.8,0.0,0.0,0.0,0.0,0.0,2.0,1007.5,996.3,100.0,45.0,33.0,23280.0,0.01,0.03,0.65,3.2,5.55,6.28,6.93,231.0,236.0,239.0,243.0,9.2,25.5,24.8,24.1,100.0,0.0,0.0,0.0,23.6,5100.0,275.0,region 8,Clouds forming,25
region 1_2025-12-18_21,2025-12-18 21:00:00,22.5,89.0,20.6,25.9,0.0,0.0,0.0,0.0,0.0,3.0,1009.2,966.2,99.0,23.0,42.0,3100.0,0.02,0.0,0.3,,2.52,2.93,3.26,274.0,277.0,278.0,281.0,3.9,22.5,22.0,21.4,96.0,0.0,0.0,0.0,21.1,5170.0,180.0,region 1,Rain shower slight,13
region 2_2025-12-18_21,2025-12-18 21:00:00,25.3,90.0,23.6,30.8,0.0,0.0,0.0,0.0,0.0,3.0,1008.1,1001.8,100.0,55.0,65.0,21640.0,0.02,0.0,0.32,0.81,1.04,0.9,0.81,30.0,17.0,360.0,330.0,2.9,25.2,24.5,23.7,100.0,0.0,0.0,,24.0,5200.0,110.0,region 2,Rain shower slight,28
region 3_2025-12-18_21,2025-12-18 21:00:00,25.9,84.0,23.0,30.8,0.0,0.0,0.0,0.0,0.0,3.0,1008.0,995.4,,20.0,29.0,24140.0,0.01,0.0,0.54,1.2,2.6,3.22,4.37,265.0,272.0,277.0,281.0,3.8,25.6,25.0,24.3,100.0,0.0,0.0,0.0,23.8,5160.0,165.0,region 3,Clouds forming,15
region 4_2025-12-18_21,2025-12-18 21:00:00,24.6,85.0,21.9,28.3,0.0,0.0,0.0,0.0,0.0,3.0,1008.2,989.9,100.0,7.0,29.0,24140.0,0.02,0.01,0.46,2.11,3.89,4.44,5.32,239.0,244.0,247.0,254.0,6.4,24.0,23.4,22.7,100.0,0.0,0.0,0.0,22.6,5120.0,230.0,region 4,Rain shower slight,13
region 5_2025-12-18_21,2025-12-18 21:00:00,25.5,88.0,23.3,30.5,0.0,0.0,0.0,0.0,0.0,3.0,1007.7,1002.3,,39.0,34.0,23760.0,0.02,0.0,0.39,1.2,3.01,3.95,5.1,265.0,274.0,279.0,281.0,3.6,25.1,24.6,23.9,100.0,0.0,,0.0,23.9,5180.0,135.0,region 5,Rain shower slight,15
region 6_2025-12-18_21,2025-12-18 21:00:00,26.8,85.0,24.1,30.8,0.4,0.0,0.4,0.0,0.0,80.0,1007.6,1005.2,99.0,70.0,62.0,24140.0,0.17,0.03,0.53,4.25,4.97,5.12,5.42,311.0,310.0,309.0,308.0,7.7,25.6,24.9,24.1,94.0,0.0,0.0,0.0,24.8,5170.0,305.0,region 6,Rain shower slight,15
region 7_2025-12-18_21,2025-12-18 21:00:00,27.3,85.0,24.6,33.0,0.0,0.0,0.0,0.0,0.0,3.0,1007.6,1000.0,89.0,54.0,52.0,24140.0,0.03,0.0,0.54,1.5,2.9,3.75,4.4,323.0,316.0,312.0,309.0,3.8,26.8,26.3,25.6,48.0,0.0,0.0,0.0,25.3,5190.0,60.0,region 7,Rain shower slight,18
region 8_2025-12-18_21,2025-12-18 21:00:00,25.8,84.0,22.9,30.1,0.0,0.0,0.0,0.0,0.0,3.0,1007.8,996.6,100.0,18.0,30.0,24140.0,0.01,0.01,0.53,2.34,4.38,5.11,6.08,230.0,235.0,239.0,245.0,6.5,25.1,24.6,23.8,100.0,0.0,0.0,0.0,23.7,5120.0,290.0,region 8,Clouds forming,13
region 1_2025-12-18_22,2025-12-18 22:00:00,22.0,90.0,20.3,25.3,0.0,0.0,0.0,0.0,0.0,3.0,1009.2,966.2,98.0,37.0,33.0,1940.0,0.02,0.0,0.26,1.39,2.6,2.92,3.29,300.0,293.0,292.0,290.0,3.4,22.6,22.1,21.4,94.0,0.0,0.0,0.0,20.8,5200.0,215.0,region 1,Rain shower slight,8
region 2_2025-12-18_22,2025-12-18 22:00:00,25.1,92.0,23.7,30.7,0.0,0.0,0.0,0.0,0.0,3.0,1008.2,1001.9,,24.0,68.0,19680.0,0.01,0.0,0.26,0.7,1.4,1.33,1.35,360.0,360.0,347.0,318.0,2.9,25.0,24.4,23.7,100.0,0.0,0.0,0.0,24.1,5190.0,90.0,region 2,Rain shower slight,23
region 3_2025-12-18_22,2025-12-18 22:00:00,25.6,85.0,22.9,30.7,0.0,0.0,0.0,0.0,0.0,3.0,1007.9,995.3,100.0,16.0,28.0,24140.0,0.01,0.0,0.49,0.71,2.04,2.79,3.98,278.0,281.0,285.0,288.0,2.6,25.6,25.1,24.5,100.0,0.0,0.0,0.0,23.6,5210.0,125.0,region 3,Clouds forming,8
region 4_2025-12-18_22,2025-12-18 22:00:00,24.1,88.0,22.0,28.3,0.0,0.0,0.0,0.0,0.0,3.0,1008.2,989.9,100.0,0.0,28.0,24140.0,0.02,0.0,0.36,1.48,3.1,3.67,4.39,242.0,249.0,253.0,258.0,5.2,23.9,23.3,22.7,100.0,0.0,0.0,0.0,22.5,5160.0,135.0,region 4,Rain shower slight,5
region 5_2025-12-18_22,2025-12-18 22:00:00,25.2,90.0,23.4,30.5,0.0,0.0,0.0,0.0,0.0,3.0,1007.6,1002.2,,34.0,30.0,23260.0,0.01,0.0,0.32,0.7,2.42,3.47,4.66,270.0,277.0,282.0,285.0,2.2,25.1,24.6,24.0,100.0,0.0,,0.0,23.9,5200.0,130.0,region 5,Rain shower slight,8
region 6_2025-12-18_22,2025-12-18 22:00:00,26.8,86.0,24.2,31.0,0.1,0.0,0.1,0.0,0.0,3.0,1007.5,1005.1,100.0,43.0,57.0,24140.0,0.16,0.02,0.49,3.96,4.53,4.81,5.33,315.0,313.0,313.0,310.0,7.0,25.6,24.9,24.2,100.0,0.0,0.0,0.0,24.9,5170.0,265.0,region 6,Rain shower slight,8
region 7_2025-12-18_22,2025-12-18 22:00:00,27.1,85.0,24.4,32.8,0.0,0.0,0.0,0.0,0.0,3.0,1007.5,999.9,100.0,33.0,38.0,22860.0,0.02,0.0,0.54,1.22,2.62,3.54,4.24,325.0,320.0,317.0,313.0,2.8,27.1,26.7,26.0,100.0,0.0,0.0,0.0,25.1,5180.0,35.0,region 7,Rain shower slight,5
region 8_2025-12-18_22,2025-12-18 22:00:00,25.4,86.0,22.9,30.0,0.0,0.0,0.0,0.0,0.0,3.0,1007.8,996.6,100.0,0.0,31.0,24140.0,0.01,0.0,0.46,1.7,3.56,4.27,4.92,220.0,232.0,237.0,243.0,4.6,25.0,24.4,23.7,100.0,0.0,0.0,,23.6,5180.0,95.0,region 8,Clouds forming,8
region 1_2025-12-18_23,2025-12-18 23:00:00,21.7,,20.1,24.8,0.0,0.0,0.0,0.0,0.0,3.0,1009.1,966.0,100.0,34.0,40.0,5180.0,0.02,0.0,0.23,1.5,2.91,3.27,3.61,307.0,297.0,293.0,289.0,3.7,22.6,22.1,21.5,100.0,0.0,,0.0,20.5,5160.0,130.0,region 1,Rain shower slight,0
region 2_2025-12-18_23,2025-12-18 23:00:00,25.1,91.0,23.6,30.5,0.0,0.0,0.0,0.0,0.0,3.0,1008.0,1001.7,100.0,0.0,70.0,23360.0,0.01,0.0,0.29,0.91,1.63,1.75,1.98,354.0,349.0,336.0,315.0,3.9,24.8,24.3,23.6,100.0,0.0,0.0,0.0,24.0,5160.0,75.0,region 2,Rain shower slight,18
region 3_2025-12-18_23,2025-12-18 23:00:00,25.4,86.0,22.9,30.5,0.0,0.0,0.0,0.0,0.0,3.0,1007.8,995.2,100.0,30.0,26.0,24140.0,0.01,0.0,0.45,0.54,1.99,2.72,3.83,292.0,288.0,287.0,290.0,1.7,25.7,25.2,24.6,100.0,0.0,0.0,0.0,23.5,5190.0,120.0,region 3,Clouds forming,3
region 4_2025-12-18_23,2025-12-18 23:00:00,23.6,,22.0,27.9,0.0,0.0,0.0,0.0,0.0,3.0,1008.1,989.7,100.0,0.0,10.0,24140.0,0.01,0.0,0.26,1.17,2.79,3.48,4.32,239.0,249.0,252.0,257.0,3.6,23.8,23.4,22.8,100.0,0.0,,0.0,22.4,5150.0,110.0,region 4,Rain shower slight,3
region 5_2025-12-18_23,2025-12-18 23:00:00,25.0,90.0,23.3,30.4,0.0,0.0,0.0,0.0,0.0,3.0,1007.5,1002.1,100.0,36.0,28.0,19820.0,0.01,0.0,0.32,0.51,2.26,3.3,4.4,281.0,283.0,284.0,287.0,1.3,25.2,24.7,24.2,100.0,0.0,,0.0,23.7,5190.0,105.0,region 5,Rain shower slight,3
region 6_2025-12-18_23,2025-12-18 23:00:00,26.9,85.0,24.2,31.1,0.0,0.0,0.0,0.0,0.0,3.0,1007.4,1005.0,100.0,33.0,44.0,24140.0,0.15,0.02,0.53,3.82,4.53,4.82,5.5,313.0,311.0,312.0,307.0,5.8,25.8,25.1,24.4,100.0,0.0,0.0,0.0,24.9,5180.0,210.0,region 6,Rain shower slight,3
region 7_2025-12-18_23,2025-12-18 23:00:00,27.0,,24.1,32.4,0.0,0.0,0.0,0.0,0.0,3.0,1007.4,999.8,100.0,39.0,48.0,24140.0,0.02,0.0,0.57,1.36,3.26,4.17,4.6,324.0,317.0,314.0,312.0,2.4,27.3,26.8,26.1,100.0,0.0,0.0,0.0,24.8,5190.0,20.0,region 7,Rain shower slight,3
region 8_2025-12-18_23,2025-12-18 23:00:00,25.1,87.0,22.8,29.7,0.0,0.0,0.0,0.0,0.0,3.0,1007.7,996.5,100.0,0.0,30.0,24140.0,0.01,0.0,0.41,1.5,3.19,3.94,4.79,217.0,229.0,234.0,244.0,3.3,24.7,24.3,23.7,100.0,0.0,0.0,0.0,23.4,5200.0,125.0,region 8,Clouds forming,5
region 1_2025-12-19_00,2025-12-19 00:00:00,21.5,91.0,20.0,24.6,0.0,0.0,0.0,0.0,0.0,3.0,1008.8,965.7,100.0,0.0,51.0,12040.0,0.02,0.0,0.23,,2.91,3.23,3.61,309.0,297.0,292.0,289.0,3.8,22.6,22.1,21.5,100.0,0.0,,0.0,20.4,5120.0,170.0,region 1,Thunderstorm with hail,0
region 2_2025-12-19_00,2025-12-19 00:00:00,25.1,90.0,23.4,30.3,0.0,0.0,0.0,0.0,0.0,3.0,1007.8,1001.5,100.0,12.0,76.0,23340.0,0.02,0.0,0.32,1.0,1.75,1.84,2.22,354.0,347.0,331.0,306.0,4.0,24.7,24.3,23.6,100.0,0.0,0.0,0.0,23.8,5140.0,50.0,region 2,Thunderstorm no hail,18
region 3_2025-12-19_00,2025-12-19 00:00:00,25.1,87.0,22.8,30.2,0.0,0.0,0.0,0.0,0.0,3.0,1007.5,994.9,100.0,5.0,34.0,24140.0,0.01,0.0,0.42,,2.12,2.85,3.79,309.0,289.0,288.0,288.0,1.5,25.8,25.2,24.6,100.0,0.0,0.0,0.0,23.4,5130.0,100.0,region 3,Thunderstorm with hail,0
region 4_2025-12-19_00,2025-12-19 00:00:00,23.3,93.0,22.1,27.6,0.0,0.0,0.0,0.0,0.0,3.0,1007.9,989.5,100.0,8.0,0.0,24140.0,0.01,0.0,0.2,1.25,3.01,3.64,4.68,241.0,249.0,249.0,254.0,3.2,23.7,23.4,22.9,100.0,0.0,0.0,0.0,22.4,5090.0,155.0,region 4,Thunderstorm with hail,0
region 5_2025-12-19_00,2025-12-19 00:00:00,25.0,89.0,23.0,30.2,0.0,0.0,0.0,0.0,0.0,3.0,1007.2,1001.8,100.0,13.0,28.0,19860.0,-0.0,0.0,0.35,0.54,2.18,3.32,4.49,292.0,286.0,286.0,287.0,0.8,25.2,24.8,24.3,100.0,0.0,0.0,0.0,23.5,5140.0,115.0,region 5,Rain shower slight,0
region 6_2025-12-19_00,2025-12-19 00:00:00,27.0,84.0,24.1,31.2,0.0,0.0,0.0,0.0,0.0,3.0,1007.2,1004.8,100.0,34.0,54.0,24140.0,0.15,0.03,0.57,3.84,4.56,5.0,5.52,309.0,308.0,307.0,305.0,5.7,25.9,25.2,24.4,100.0,0.0,0.0,0.0,24.9,5160.0,200.0,region 6,Thunderstorm no hail,0
region 7_2025-12-19_00,2025-12-19 00:00:00,26.9,83.0,23.8,32.1,0.0,0.0,0.0,0.0,0.0,3.0,1007.2,999.6,,10.0,62.0,24140.0,0.02,0.0,0.6,1.42,3.47,4.31,4.96,321.0,316.0,314.0,312.0,2.5,27.4,26.8,26.0,100.0,0.0,0.0,,24.6,5160.0,25.0,region 7,Rain shower slight,3
region 8_2025-12-19_00,2025-12-19 00:00:00,24.7,89.0,22.8,29.4,0.0,0.0,0.0,0.0,0.0,3.0,1007.4,996.2,100.0,0.0,23.0,24140.0,-0.0,0.0,0.34,1.44,3.26,4.0,4.92,214.0,227.0,233.0,243.0,2.9,24.6,24.2,23.7,100.0,0.0,0.0,0.0,23.3,5150.0,285.0,region 8,Thunderstorm no hail,0
region 1_2025-12-19_01,2025-12-19 01:00:00,21.6,91.0,20.0,24.7,0.0,0.0,0.0,0.0,0.0,3.0,1008.0,965.0,100.0,0.0,46.0,21480.0,0.02,0.0,0.23,1.39,2.97,3.35,3.83,300.0,290.0,287.0,285.0,3.7,22.6,22.1,21.4,100.0,0.0,0.0,0.0,20.4,5080.0,155.0,region 1,Thunderstorm with hail,0
region 2_2025-12-19_01,2025-12-19 01:00:00,25.0,90.0,23.3,30.1,0.0,0.0,0.0,0.0,0.0,3.0,1007.0,1000.7,100.0,0.0,67.0,17420.0,0.02,0.0,0.32,1.1,1.91,2.06,2.4,5.0,354.0,337.0,315.0,3.4,24.6,24.1,23.5,100.0,0.0,0.0,0.0,23.7,5100.0,70.0,region 2,Thunderstorm no hail,18
region 3_2025-12-19_01,2025-12-19 01:00:00,24.9,87.0,22.6,29.8,0.0,0.0,0.0,0.0,0.0,3.0,1006.8,994.2,100.0,0.0,42.0,24140.0,0.01,0.0,0.41,0.78,2.31,2.91,3.96,310.0,288.0,286.0,286.0,1.6,25.6,25.1,24.4,100.0,0.0,0.0,,23.2,5080.0,80.0,region 3,Thunderstorm with hail,0
region 4_2025-12-19_01,2025-12-19 01:00:00,23.1,93.0,21.9,27.2,0.0,0.0,0.0,0.0,0.0,3.0,1007.1,988.7,100.0,25.0,14.0,24140.0,0.01,0.0,0.2,,3.36,4.09,5.22,240.0,247.0,248.0,253.0,3.6,23.7,23.4,22.9,100.0,0.0,,0.0,22.2,5060.0,115.0,region 4,Thunderstorm with hail,0
region 5_2025-12-19_01,2025-12-19 01:00:00,24.9,88.0,22.7,29.9,0.0,0.0,0.0,0.0,0.0,3.0,1006.5,1001.1,100.0,3.0,48.0,22080.0,-0.0,0.0,0.38,0.67,2.45,3.59,4.75,297.0,282.0,283.0,285.0,1.0,25.2,24.8,24.2,100.0,0.0,0.0,0.0,23.3,5090.0,125.0,region 5,Rain shower slight,0
region 6_2025-12-19_01,2025-12-19 01:00:00,27.0,83.0,23.9,31.0,0.0,0.0,0.0,0.0,0.0,3.0,1006.4,1004.0,100.0,9.0,57.0,24140.0,0.16,0.03,0.61,3.89,4.74,5.1,5.62,314.0,312.0,312.0,309.0,5.8,25.9,25.2,24.4,100.0,0.0,0.0,0.0,24.7,5130.0,220.0,region 6,Thunderstorm no hail,0
region 7_2025-12-19_01,2025-12-19 01:00:00,26.9,83.0,23.7,31.9,0.0,0.0,0.0,0.0,0.0,3.0,1006.4,998.8,100.0,11.0,58.0,22920.0,0.02,0.01,0.6,1.66,3.91,4.95,5.38,327.0,320.0,317.0,313.0,3.0,27.3,26.8,25.9,100.0,0.0,0.0,0.0,24.5,5120.0,25.0,region 7,Rain shower slight,0
region 8_2025-12-19_01,2025-12-19 01:00:00,24.4,90.0,22.7,29.0,0.0,0.0,0.0,0.0,0.0,3.0,1006.6,995.4,100.0,15.0,9.0,24140.0,-0.0,0.0,0.31,1.5,3.55,4.47,5.55,217.0,230.0,236.0,244.0,3.0,24.5,24.2,23.8,100.0,0.0,0.0,0.0,23.2,5100.0,120.0,region 8,Thunderstorm no hail,0
region 1_2025-12-19_02,2025-12-19 02:00:00,21.0,91.0,19.4,23.9,0.0,0.0,0.0,0.0,0.0,3.0,1007.8,964.7,100.0,0.0,5.0,24140.0,0.01,0.0,0.22,,2.73,3.05,3.42,312.0,298.0,293.0,291.0,3.9,22.6,22.1,21.4,100.0,0.0,0.0,,19.9,5040.0,155.0,region 1,Thunderstorm with hail,0
region 2_2025-12-19_02,2025-12-19 02:00:00,24.2,92.0,22.8,29.0,0.0,0.0,0.0,0.0,0.0,3.0,1006.8,1000.5,100.0,0.0,51.0,20100.0,0.01,0.0,0.24,1.02,1.8,1.8,2.26,11.0,3.0,341.0,315.0,3.5,24.3,23.9,23.4,100.0,0.0,0.0,0.0,23.2,5010.0,100.0,region 2,Thunderstorm no hail,33
region 3_2025-12-19_02,2025-12-19 02:00:00,24.3,88.0,22.2,28.9,0.0,0.0,0.0,0.0,0.0,3.0,1006.6,994.0,100.0,0.0,7.0,24140.0,0.01,0.0,0.36,0.85,1.97,2.6,3.61,339.0,300.0,293.0,289.0,1.9,25.8,25.3,24.7,100.0,0.0,0.0,0.0,22.7,5040.0,80.0,region 3,Thunderstorm with hail,0
